,phase,project_gpt,pull_number_gpt,is_gpt_pr,event_gpt,factor_gpt,factor_gpt_norm,duration_gpt,project_no_gpt,pull_number_no_gpt,is_no_gpt_pr,event_no_gpt,factor_no_gpt,factor_no_gpt_norm,duration_no_gpt,jaccard_distance,jaccard_similiarity,manhattan_distance,cosine_distance,cosine_similarity,euclidean_distance
1707,at_waiting_before_change,kubescape_regolibrary,609,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],101.386,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1708,at_waiting_before_change,langchain4j_langchain4j,691,GPT PR,gpt assistance,[  8  29 914   9],[0.    0.023 1.    0.001],451.59,balena-os_balena-beaglebone,583,Not GPT PR,not gpt assistance,[  85  204 5649   93],[0.    0.021 1.    0.001],1830.066,0.0,1.0,0.002,0.0,1.0,0.002
1709,at_waiting_before_change,langroid_langroid,297,GPT PR,gpt assistance,[  9  14 316   6],[0.01  0.026 1.    0.   ],49.958,YAPP-Github_onboard-aos,1,Not GPT PR,not gpt assistance,[  4  10 379   0],[0.011 0.026 1.    0.   ],63.793,0.0,1.0,0.001,0.0,1.0,0.001
1710,at_waiting_before_change,lastmile-ai_semantic-retrieval,87,GPT PR,gpt assistance,[0 0 0 5],[0. 0. 0. 1.],1.251,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1711,at_waiting_before_change,leejet_stable-diffusion.cpp,75,GPT PR,gpt assistance,[    67    171 129876      3],[0.    0.001 1.    0.   ],805.615,WOONGEYA_JJoing-Frontend,6,Not GPT PR,not gpt assistance,[   20    59 37826     3],[0.    0.001 1.    0.   ],170.56,0.0,1.0,0.0,0.0,1.0,0.0
1712,at_waiting_before_change,leonardocustodio_polkadart,417,GPT PR,gpt assistance,[  15   69 2524   19],[0.    0.022 1.    0.002],484.67,balena-os_balena-beaglebone,583,Not GPT PR,not gpt assistance,[  85  204 5649   93],[0.    0.021 1.    0.001],1830.066,0.0,1.0,0.002,0.0,1.0,0.001
1713,at_waiting_before_change,leonardocustodio_polkadart,421,GPT PR,gpt assistance,[  3  12 391  19],[0.    0.023 1.    0.041],40.771,zeabur_zeabur,278,Not GPT PR,not gpt assistance,[  2   7 240  13],[0.    0.021 1.    0.046],39.49,0.0,1.0,0.007,0.0,1.0,0.005
1714,at_waiting_before_change,leonardocustodio_polkadart,424,GPT PR,gpt assistance,[ 0  0  0 19],[0. 0. 0. 1.],0.581,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1715,at_waiting_before_change,leonardocustodio_polkadart,430,GPT PR,gpt assistance,[ 1  2  8 19],[0.    0.056 0.389 1.   ],0.374,apache_dubbo-kubernetes,176,Not GPT PR,not gpt assistance,[ 1  4 25 66],[0.    0.046 0.369 1.   ],18.703,0.0,1.0,0.03,0.002,0.998,0.022
1716,at_waiting_before_change,leonardocustodio_polkadart,431,GPT PR,gpt assistance,[ 1  8 16 20],[0.    0.368 0.789 1.   ],0.085,stanford-crfm_helm,1457,Not GPT PR,not gpt assistance,[ 1  5 15 16],[0.    0.267 0.933 1.   ],359.926,0.0,1.0,0.245,0.006,0.994,0.176
1717,at_waiting_before_change,leonardocustodio_polkadart,432,GPT PR,gpt assistance,[ 0  0  0 20],[0. 0. 0. 1.],0.046,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1718,at_waiting_before_change,leonardocustodio_polkadart,434,GPT PR,gpt assistance,[ 0  0  0 20],[0. 0. 0. 1.],0.17,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1719,at_waiting_before_change,lightningnetwork_lnd,7518,GPT PR,gpt assistance,[  11   30 1187   90],[0.    0.016 1.    0.067],3477.195,PaddlePaddle_Paddle,33771,Not GPT PR,not gpt assistance,[ 13  26 642  59],[0.    0.021 1.    0.073],819.34,0.0,1.0,0.011,0.0,1.0,0.008
1720,at_waiting_before_change,line_armeria,4957,GPT PR,gpt assistance,[ 11  12 831  93],[0.    0.001 1.    0.1  ],1506.394,webstudio-is_webstudio,2403,Not GPT PR,not gpt assistance,[  3   3 153  18],[0.  0.  1.  0.1],159.92,0.333,0.667,0.001,0.0,1.0,0.001
1721,at_waiting_before_change,linux-odyssey_linux-odyssey,106,GPT PR,gpt assistance,[   30   126 22988     8],[0.001 0.005 1.    0.   ],765.225,Azure_azure-cli,27801,Not GPT PR,not gpt assistance,[    78   1908 354254     95],[0.    0.005 1.    0.   ],1544.103,0.333,0.667,0.001,0.0,1.0,0.001
1722,at_waiting_before_change,linux-odyssey_linux-odyssey,107,GPT PR,gpt assistance,[ 19 101 897   8],[0.012 0.105 1.    0.   ],764.044,effective-tech-interview_effective-tech-interview-be,2,Not GPT PR,not gpt assistance,[  7  22 195   0],[0.036 0.113 1.    0.   ],49.875,0.0,1.0,0.032,0.0,1.0,0.025
1723,at_waiting_before_change,linux-odyssey_linux-odyssey,35,GPT PR,gpt assistance,[  11   44 1012    3],[0.008 0.041 1.    0.   ],362.854,huggingface_blog,71,Not GPT PR,not gpt assistance,[ 12  18 166  11],[0.006 0.045 1.    0.   ],132.151,0.0,1.0,0.006,0.006,0.994,0.004
1724,at_waiting_before_change,linux-odyssey_linux-odyssey,36,GPT PR,gpt assistance,[  19   94 1074    3],[0.015 0.085 1.    0.   ],61.742,woowacourse-teams_2023-hang-log,404,Not GPT PR,not gpt assistance,[ 17  69 862   1],[0.019 0.079 1.    0.   ],44.968,0.0,1.0,0.01,0.0,1.0,0.007
1725,at_waiting_before_change,linux-odyssey_linux-odyssey,39,GPT PR,gpt assistance,[  4  29 694   2],[0.003 0.039 1.    0.   ],36.705,badass-courses_course-builder,85,Not GPT PR,not gpt assistance,[  4  21 436   3],[0.002 0.042 1.    0.   ],84.274,0.0,1.0,0.004,0.0,1.0,0.003
1726,at_waiting_before_change,linux-odyssey_linux-odyssey,45,GPT PR,gpt assistance,[  23   91 1937    3],[0.01  0.046 1.    0.   ],119.395,pknu-wap_WAPP,73,Not GPT PR,not gpt assistance,[  8  32 637   3],[0.008 0.046 1.    0.   ],25.692,0.0,1.0,0.002,0.0,1.0,0.002
1727,at_waiting_before_change,linux-odyssey_linux-odyssey,46,GPT PR,gpt assistance,[ 2  7 49  3],[0.    0.106 1.    0.021],55.552,Azure-Samples_azure-search-openai-demo,361,Not GPT PR,not gpt assistance,[ 2 11 84  5],[0.    0.11  1.    0.037],1047.314,0.0,1.0,0.02,0.0,1.0,0.016
1728,at_waiting_before_change,linux-odyssey_linux-odyssey,47,GPT PR,gpt assistance,[  67  232 3947    3],[0.016 0.058 1.    0.   ],386.711,langfuse_langfuse-docs,362,Not GPT PR,not gpt assistance,[  23   74 1121    9],[0.013 0.058 1.    0.   ],169.838,0.0,1.0,0.003,0.0,1.0,0.003
1729,at_waiting_before_change,linux-odyssey_linux-odyssey,50,GPT PR,gpt assistance,[ 12  28 258   3],[0.035 0.098 1.    0.   ],49.296,woowacourse-teams_2023-map-befine,553,Not GPT PR,not gpt assistance,[ 10  21 192   3],[0.037 0.095 1.    0.   ],24.413,0.0,1.0,0.005,0.0,1.0,0.004
1730,at_waiting_before_change,linux-odyssey_linux-odyssey,59,GPT PR,gpt assistance,[0 0 0 3],[0. 0. 0. 1.],0.045,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1731,at_waiting_before_change,linux-odyssey_linux-odyssey,60,GPT PR,gpt assistance,[  2   5 104   3],[0.    0.029 1.    0.01 ],2.653,Juniper_healthbot-rules,55,Not GPT PR,not gpt assistance,[  2  13 321   6],[0.    0.034 1.    0.013],786.199,0.0,1.0,0.008,0.0,1.0,0.006
1732,at_waiting_before_change,linux-odyssey_linux-odyssey,61,GPT PR,gpt assistance,[  16   73 1031    4],[0.012 0.067 1.    0.   ],91.403,langfuse_langfuse-docs,362,Not GPT PR,not gpt assistance,[  23   74 1121    9],[0.013 0.058 1.    0.   ],169.838,0.0,1.0,0.01,0.0,1.0,0.009
1733,at_waiting_before_change,linux-odyssey_linux-odyssey,84,GPT PR,gpt assistance,[ 2  3 29  4],[0.    0.037 1.    0.074],0.524,OpenAtomFoundation_pika,1586,Not GPT PR,not gpt assistance,[  27   63 1054  103],[0.    0.035 1.    0.074],666.211,0.0,1.0,0.002,0.003,0.997,0.002
1734,at_waiting_before_change,lobehub_lobe-chat,1339,GPT PR,gpt assistance,[  2  47 276   9],[0.    0.164 1.    0.026],48.543,Wikia_ad-engine,1214,Not GPT PR,not gpt assistance,[  11  546 2821   66],[0.   0.19 1.   0.02],260.258,0.0,1.0,0.032,0.0,1.0,0.027
1735,at_waiting_before_change,logseq_logseq,9757,GPT PR,gpt assistance,[ 19  40 331  37],[0.    0.067 1.    0.058],143.098,one-among-us_data,150,Not GPT PR,not gpt assistance,[  8  23 258  24],[0.    0.06  1.    0.064],112.287,0.0,1.0,0.013,0.001,0.999,0.009
1736,at_waiting_before_change,lonekorean_wordpress-export-to-markdown,67,GPT PR,gpt assistance,[ 0  0  0 64],[0. 0. 0. 1.],47.632,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1737,at_waiting_before_change,massalabs_station,931,GPT PR,gpt assistance,[ 4  5 33 12],[0.    0.034 1.    0.276],71.006,SergeyPirogov_webdriver_manager,537,Not GPT PR,not gpt assistance,[ 31  35 194  79],[0.    0.025 1.    0.294],171.538,0.0,1.0,0.027,0.002,0.998,0.02
1738,at_waiting_before_change,mdn_content,31016,GPT PR,gpt assistance,[ 0  0  0 39],[0. 0. 0. 1.],100.076,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1739,at_waiting_before_change,meilisearch_documentation,2208,GPT PR,gpt assistance,[ 123  389 7885   40],[0.011 0.044 1.    0.   ],390.306,pknu-wap_WAPP,73,Not GPT PR,not gpt assistance,[  8  32 637   3],[0.008 0.046 1.    0.   ],25.692,0.0,1.0,0.005,0.0,1.0,0.004
1740,at_waiting_before_change,microsoft_FLAML,1048,GPT PR,gpt assistance,[ 6  8 50 33],[0.    0.045 1.    0.614],51.603,apache_incubator-hugegraph-doc,259,Not GPT PR,not gpt assistance,[ 3  5 97 59],[0.    0.021 1.    0.596],29.573,0.0,1.0,0.042,0.007,0.993,0.03
1741,at_waiting_before_change,microsoft_FLAML,986,GPT PR,gpt assistance,[ 11  31 191  32],[0.    0.111 1.    0.117],227.344,JMRI_JMRI,8467,Not GPT PR,not gpt assistance,[  9  60 437  56],[0.    0.119 1.    0.11 ],499.824,0.0,1.0,0.015,0.002,0.998,0.011
1742,at_waiting_before_change,microsoft_FluidFramework,15613,GPT PR,gpt assistance,[ 1  1  3 44],[0.    0.    0.047 1.   ],24.339,volantis-x_hexo-theme-volantis,884,Not GPT PR,not gpt assistance,[ 1  1  4 66],[0.    0.    0.046 1.   ],23.1,0.0,1.0,0.001,0.0,1.0,0.001
1743,at_waiting_before_change,microsoft_Form-Recognizer-Toolkit,31,GPT PR,gpt assistance,[ 1  1  2 18],[0.    0.    0.059 1.   ],1.331,cockpit-project_bots,5891,Not GPT PR,not gpt assistance,[ 2  2  5 53],[0.    0.    0.059 1.   ],145.234,0.0,1.0,0.0,0.0,1.0,0.0
1744,at_waiting_before_change,microsoft_SynapseML,1938,GPT PR,gpt assistance,[ 5  5 26 71],[0.    0.    0.318 1.   ],845.087,Homebrew_legacy-homebrew,22037,Not GPT PR,not gpt assistance,[ 2  2 17 51],[0.    0.    0.306 1.   ],711.256,0.0,1.0,0.012,0.001,0.999,0.012
1745,at_waiting_before_change,microsoft_SynapseML,1952,GPT PR,gpt assistance,[  24   30 2549   72],[0.    0.002 1.    0.019],1305.999,typst-doc-cn_typst-doc-cn.github.io,16,Not GPT PR,not gpt assistance,[  1   1 366   8],[0.    0.    1.    0.019],7.021,0.333,0.667,0.002,0.0,1.0,0.002
1746,at_waiting_before_change,microsoft_SynapseML,1957,GPT PR,gpt assistance,[ 3  3 10 71],[0.    0.    0.103 1.   ],52.985,huggingface_transformers,1288,Not GPT PR,not gpt assistance,[ 1  1  2 11],[0.  0.  0.1 1. ],313.96,0.0,1.0,0.003,0.003,0.997,0.003
1747,at_waiting_before_change,microsoft_SynapseML,1961,GPT PR,gpt assistance,[  4   7 147  71],[0.    0.021 1.    0.469],112.007,mosaicml_composer,2146,Not GPT PR,not gpt assistance,[ 2  3 37 18],[0.    0.029 1.    0.457],19.502,0.0,1.0,0.02,0.001,0.999,0.014
1748,at_waiting_before_change,microsoft_SynapseML,1966,GPT PR,gpt assistance,[ 1  3 87 72],[0.    0.023 1.    0.826],160.722,opa334_Dopamine,369,Not GPT PR,not gpt assistance,[ 2  2 14 12],[0.    0.    1.    0.833],59.861,0.333,0.667,0.03,0.008,0.992,0.024
1749,at_waiting_before_change,microsoft_SynapseML,1968,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],88.962,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1750,at_waiting_before_change,microsoft_SynapseML,1969,GPT PR,gpt assistance,[ 0  0  0 71],[0. 0. 0. 1.],6.364,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1751,at_waiting_before_change,microsoft_SynapseML,1970,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],86.992,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1752,at_waiting_before_change,microsoft_SynapseML,1971,GPT PR,gpt assistance,[ 0  0  0 71],[0. 0. 0. 1.],6.246,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1753,at_waiting_before_change,microsoft_SynapseML,1972,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],86.835,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1754,at_waiting_before_change,microsoft_SynapseML,1976,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],65.277,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1755,at_waiting_before_change,microsoft_SynapseML,1977,GPT PR,gpt assistance,[ 18  59 516  72],[0.    0.082 1.    0.108],413.298,Azure_MS-AMP-Examples,11,Not GPT PR,not gpt assistance,[ 1  2 22  3],[0.    0.048 1.    0.095],43.076,0.0,1.0,0.047,0.0,1.0,0.036
1756,at_waiting_before_change,microsoft_SynapseML,1980,GPT PR,gpt assistance,[  3   8 113  72],[0.    0.045 1.    0.627],127.709,PostHog_posthog.com,7086,Not GPT PR,not gpt assistance,[ 4  5 67 42],[0.    0.016 1.    0.603],148.428,0.0,1.0,0.053,0.0,1.0,0.038
1757,at_waiting_before_change,microsoft_SynapseML,1983,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],91.386,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1758,at_waiting_before_change,microsoft_SynapseML,1984,GPT PR,gpt assistance,[ 3 11 87 72],[0.    0.095 1.    0.821],116.248,cozy_cozy-drive,3100,Not GPT PR,not gpt assistance,[  1   6 104  86],[0.    0.049 1.    0.825],17.44,0.0,1.0,0.05,0.002,0.998,0.046
1759,at_waiting_before_change,microsoft_SynapseML,1985,GPT PR,gpt assistance,[  7  24 553  73],[0.    0.031 1.    0.121],753.504,mudita_MuditaOS,2274,Not GPT PR,not gpt assistance,[  1  10 213  26],[0.    0.042 1.    0.118],503.466,0.0,1.0,0.014,0.0,1.0,0.011
1760,at_waiting_before_change,microsoft_SynapseML,1988,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],9.467,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1761,at_waiting_before_change,microsoft_SynapseML,1991,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],94.634,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1762,at_waiting_before_change,microsoft_SynapseML,1992,GPT PR,gpt assistance,[ 3  3 69 72],[0.    0.    0.957 1.   ],42.317,shiguredo_sora-js-sdk,420,Not GPT PR,not gpt assistance,[ 2  2 88 93],[0.    0.    0.945 1.   ],0.339,0.0,1.0,0.012,0.0,1.0,0.012
1763,at_waiting_before_change,microsoft_SynapseML,1995,GPT PR,gpt assistance,[ 1  5 49 72],[0.    0.056 0.676 1.   ],45.071,Juniper_py-junos-eznc,883,Not GPT PR,not gpt assistance,[ 1  2 40 59],[0.    0.017 0.672 1.   ],166.022,0.0,1.0,0.043,0.0,1.0,0.039
1764,at_waiting_before_change,microsoft_SynapseML,1999,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],2.633,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1765,at_waiting_before_change,microsoft_SynapseML,2000,GPT PR,gpt assistance,[ 0  0  0 72],[0. 0. 0. 1.],2.911,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1766,at_waiting_before_change,microsoft_SynapseML,2003,GPT PR,gpt assistance,[ 5  5 53 73],[0.    0.    0.706 1.   ],144.548,Juniper_py-junos-eznc,883,Not GPT PR,not gpt assistance,[ 1  2 40 59],[0.    0.017 0.672 1.   ],166.022,0.333,0.667,0.051,0.002,0.998,0.038
1767,at_waiting_before_change,microsoft_SynapseML,2008,GPT PR,gpt assistance,[13 14 77 73],[0.    0.016 1.    0.938],61.857,docker-library_official-images,1926,Not GPT PR,not gpt assistance,[ 1  1 34 32],[0.    0.    1.    0.939],24.908,0.333,0.667,0.017,0.011,0.989,0.016
1768,at_waiting_before_change,microsoft_SynapseML,2011,GPT PR,gpt assistance,[    1   141 23514    73],[0.    0.006 1.    0.003],0.168,apple_axlearn,416,Not GPT PR,not gpt assistance,[   1   25 3271   14],[0.    0.007 1.    0.004],45.66,0.0,1.0,0.002,0.0,1.0,0.001
1769,at_waiting_before_change,microsoft_SynapseML,2013,GPT PR,gpt assistance,[ 2  2 32 73],[0.    0.    0.423 1.   ],20.042,ParabolInc_parabol,7543,Not GPT PR,not gpt assistance,[ 1  2 37 83],[0.    0.012 0.439 1.   ],114.939,0.333,0.667,0.028,0.0,1.0,0.02
1770,at_waiting_before_change,microsoft_SynapseML,2016,GPT PR,gpt assistance,[ 1  1 62 73],[0.    0.    0.847 1.   ],385.884,1Panel-dev_appstore,355,Not GPT PR,not gpt assistance,[1 1 6 7],[0.    0.    0.833 1.   ],386.786,0.0,1.0,0.014,0.009,0.991,0.014
1771,at_waiting_before_change,microsoft_SynapseML,2019,GPT PR,gpt assistance,[ 0  0  0 73],[0. 0. 0. 1.],13.306,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1772,at_waiting_before_change,microsoft_SynapseML,2021,GPT PR,gpt assistance,[    14   1157 172700     73],[0.    0.007 1.    0.   ],27.543,Together-Java_TJ-Bot,865,Not GPT PR,not gpt assistance,[    8   145 20341    23],[0.    0.007 1.    0.001],523.817,0.333,0.667,0.001,0.0,1.0,0.001
1773,at_waiting_before_change,microsoft_SynapseML,2023,GPT PR,gpt assistance,[  14   28 2228   73],[0.    0.006 1.    0.027],368.078,skypilot-org_skypilot,2987,Not GPT PR,not gpt assistance,[  7   9 753  29],[0.    0.003 1.    0.029],7.144,0.0,1.0,0.005,0.0,1.0,0.004
1774,at_waiting_before_change,microsoft_SynapseML,2029,GPT PR,gpt assistance,[     4      7 737762     73],[0. 0. 1. 0.],90.216,pytorch_hub,11,Not GPT PR,not gpt assistance,[ 1  1 50  1],[0. 0. 1. 0.],3.285,0.0,1.0,0.0,0.001,0.999,0.0
1775,at_waiting_before_change,microsoft_SynapseML,2031,GPT PR,gpt assistance,[ 1  1 28 73],[0.    0.    0.375 1.   ],116.278,xmake-io_xmake-repo,3140,Not GPT PR,not gpt assistance,[ 3  3 32 81],[0.    0.    0.372 1.   ],2.918,0.0,1.0,0.003,0.001,0.999,0.003
1776,at_waiting_before_change,microsoft_SynapseML,2033,GPT PR,gpt assistance,[ 0  0  0 73],[0. 0. 0. 1.],3.644,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1777,at_waiting_before_change,microsoft_SynapseML,2035,GPT PR,gpt assistance,[ 0  0  0 73],[0. 0. 0. 1.],34.442,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1778,at_waiting_before_change,microsoft_SynapseML,2036,GPT PR,gpt assistance,[ 3  3 52 74],[0.   0.   0.69 1.  ],235.52,Juniper_py-junos-eznc,883,Not GPT PR,not gpt assistance,[ 1  2 40 59],[0.    0.017 0.672 1.   ],166.022,0.333,0.667,0.035,0.0,1.0,0.025
1779,at_waiting_before_change,microsoft_SynapseML,2041,GPT PR,gpt assistance,[ 12  20 790  75],[0.    0.01  1.    0.081],815.381,zhongyang219_MusicPlayer2,604,Not GPT PR,not gpt assistance,[ 24  30 596  74],[0.    0.01  1.    0.087],1191.473,0.0,1.0,0.006,0.001,0.999,0.006
1780,at_waiting_before_change,microsoft_SynapseML,2042,GPT PR,gpt assistance,[ 1  1  8 73],[0.    0.    0.097 1.   ],3.332,Azure_azure-cli-extensions,6966,Not GPT PR,not gpt assistance,[ 4  4 11 75],[0.    0.    0.099 1.   ],1536.495,0.0,1.0,0.002,0.002,0.998,0.002
1781,at_waiting_before_change,microsoft_SynapseML,2043,GPT PR,gpt assistance,[ 2  2  3 74],[0.    0.    0.014 1.   ],4.442,redhat-performance_tuned,415,Not GPT PR,not gpt assistance,[ 1  1  2 68],[0.    0.    0.015 1.   ],858.108,0.0,1.0,0.001,0.0,1.0,0.001
1782,at_waiting_before_change,microsoft_SynapseML,2045,GPT PR,gpt assistance,[  46  157 2835   76],[0.    0.04  1.    0.011],1510.705,Juniper_healthbot-rules,55,Not GPT PR,not gpt assistance,[  2  13 321   6],[0.    0.034 1.    0.013],786.199,0.0,1.0,0.008,0.0,1.0,0.006
1783,at_waiting_before_change,microsoft_SynapseML,2046,GPT PR,gpt assistance,[ 1  1 20 74],[0.   0.   0.26 1.  ],147.778,t2linux_wiki,445,Not GPT PR,not gpt assistance,[ 2  2 12 37],[0.    0.    0.286 1.   ],12.505,0.0,1.0,0.026,0.003,0.997,0.026
1784,at_waiting_before_change,microsoft_SynapseML,2047,GPT PR,gpt assistance,[  7  13 210  75],[0.    0.03  1.    0.335],876.505,empirical-org_Empirical-Core,9439,Not GPT PR,not gpt assistance,[ 11  20 324 111],[0.    0.029 1.    0.319],35.283,0.0,1.0,0.017,0.0,1.0,0.016
1785,at_waiting_before_change,microsoft_SynapseML,2049,GPT PR,gpt assistance,[ 0  0  0 75],[0. 0. 0. 1.],522.985,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1786,at_waiting_before_change,microsoft_SynapseML,2050,GPT PR,gpt assistance,[ 16  56 170  74],[0.    0.26  1.    0.377],187.649,systemd_zram-generator,25,Not GPT PR,not gpt assistance,[ 2  9 68 22],[0.    0.106 1.    0.303],90.314,0.0,1.0,0.228,0.02,0.98,0.171
1787,at_waiting_before_change,microsoft_SynapseML,2078,GPT PR,gpt assistance,[ 0  0  0 75],[0. 0. 0. 1.],18.769,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1788,at_waiting_before_change,microsoft_gpt-review,106,GPT PR,gpt assistance,[1 1 3 0],[0.333 0.333 1.    0.   ],0.031,Indipage_SERVER,4,Not GPT PR,not gpt assistance,[ 3  3 14  0],[0.214 0.214 1.    0.   ],21.856,0.0,1.0,0.238,0.011,0.989,0.168
1789,at_waiting_before_change,microsoft_gpt-review,108,GPT PR,gpt assistance,[1 1 2 1],[0. 0. 1. 0.],88.821,pytorch_hub,11,Not GPT PR,not gpt assistance,[ 1  1 50  1],[0. 0. 1. 0.],3.285,0.0,1.0,0.0,0.222,0.778,0.0
1790,at_waiting_before_change,microsoft_gpt-review,118,GPT PR,gpt assistance,[ 1  2 75  1],[0.    0.014 1.    0.   ],2.08,PaddlePaddle_PaddleNLP,2108,Not GPT PR,not gpt assistance,[  13  117 8434   15],[0.    0.012 1.    0.   ],121.639,0.0,1.0,0.002,0.0,1.0,0.002
1791,at_waiting_before_change,microsoft_gpt-review,13,GPT PR,gpt assistance,[1 1 1 0],[1. 1. 1. 0.],258.816,HqWu-HITCS_Awesome-Chinese-LLM,13,Not GPT PR,not gpt assistance,[2 2 4 0],[0.5 0.5 1.  0. ],0.16,0.0,1.0,1.0,0.057,0.943,0.707
1792,at_waiting_before_change,microsoft_gpt-review,21,GPT PR,gpt assistance,[  52   90 2370    0],[0.022 0.038 1.    0.   ],116.121,pytorch_torchtune,151,Not GPT PR,not gpt assistance,[  4   6 104   2],[0.02  0.039 1.    0.   ],163.14,0.0,1.0,0.003,0.001,0.999,0.002
1793,at_waiting_before_change,microsoft_gpt-review,48,GPT PR,gpt assistance,[  7   9 116   0],[0.06  0.078 1.    0.   ],21.828,explosion_spacy-llm,80,Not GPT PR,not gpt assistance,[ 21  24 300   2],[0.064 0.074 1.    0.   ],750.956,0.0,1.0,0.008,0.0,1.0,0.006
1794,at_waiting_before_change,microsoft_gpt-review,6,GPT PR,gpt assistance,[ 21  34 778   0],[0.027 0.044 1.    0.   ],64.931,h2oai_h2o-llmstudio,301,Not GPT PR,not gpt assistance,[  36   61 1292    3],[0.026 0.045 1.    0.   ],186.299,0.0,1.0,0.002,0.0,1.0,0.001
